image_id,caption
101318,"a group of six people snowboarding, wearing colorful clothing, showcasing excitement and teamwork on a snowy surface."
101319,"the image features several books, including "" the complete anti - war "" companion, alongside others related to programming and community development."
101320,"a colorful display of various chips, including chocolates and gummy candies, arranged in a convenience store setting."
101321,"a sign prohibiting vehicles in cars, featuring a prohibition symbol and an additional message about leave children in cars."
101322,"the image shows a whiteboard with mathematical equations written in standard form, including graphs of functions and annotations."
101323,"a vintage kitchen appliance with a green cabinet displays various kitchen items, including a mixing bowl and utensils."
101324,"a traffic sign indicating "" traffic zone "" with a contact number and warning lights, near a road intersection."
101325,"a collection of billiard balls in a wooden tray, including two, three, and six balls, with one number visible."
101326,"a round wall clock with large black numbers and a silver frame, resting on a teal background."
101327,"a book cover featuring "" murakami "" with a large teddy bear and the number "" 1014 "" prominently displayed."
101328,"a military training aircraft, specifically a fighter jet, is parked on the runway with two personnel nearby."
101329,a person in a black jacket examines a display of seafood and snacks at a seafood market.
101330,"a red stop sign stands on a roadside, with a cloudy sky and grassy hills in the background."
101331,"a stack of five books, including titles like "" rise of iron, "" "" the book of the game, "" and "" andy kauffman. """
101332,"the image shows a grand building with a prominent clock tower, featuring advertisements and a sign for "" london transport. """
101333,"a close - up view of a laptop keyboard illuminated in blue light, showcasing the letters and layout."
101334,"a silver car with a sleek design is parked next to another vehicle, showcasing its front grille and license plate."
101335,"a red tin can labeled "" lalin, "" featuring a cartoonish character, stands upright on a dark background."
101336,"a hockey player in a blue uniform skates on the ice, holding a stick and wearing a helmet."
101337,"the image shows a digital watch displaying the time as 14 : 55, with a scenic background of rocks and a person."
101338,"an open book displaying text about biblical passages, featuring highlighted phrases and a focus on biblical themes."
101339,"a stack of books including titles like "" the miracle life of edgar mint, "" "" salem falls, "" and "" john picou, "" along with a decorative cover art."
101340,"a person holds a celery stick over a cocktail glass, with a cocktail cup and straw in the background."
101341,"close - up of a laptop keyboard, highlighting black keys with letters and symbols, highlighting the letters a, s, d, and z."
101342,"a black computer device labeled "" 720 "" sits next to its remote control, featuring buttons for various functions and colors."
101343,"the image shows a california vehicle registration plate with the word "" mofoba "" prominently displayed."
101344,"a red stand mixer with a glass bowl, blending spatula, is displayed on a white tablecloth."
101345,"the image features colorful sports jerseys hanging on a display, showcasing various teams and colors."
101346,"a clear glass beaker labeled "" shot gran "" with a measurement scale of 20 ml, positioned on a plain surface."
101347,"the image features the title page of a book, printed in 1583, detailing its ancient significance and significance."
101348,"a vintage baseball card featuring a young man in a chicago cubs uniform, with a colorful background and inscriptions."
101349,"the image displays a collection of various wall clocks, each showing different times with distinct dials and hands."
101350,"billboard for willie valqua ' s jukebox, featuring a cartoonish figure promoting the new york pizza."
101351,"a illuminated building features a prominent clock tower with the name "" hofbrand "" prominently displayed, under a dark sky."
101352,"a mobile phone with a cracked screen rests on a laptop keyboard, displaying a battery charging symbol."
101353,"three cyclists are engaged in a game of croquet, with one player assisting in the background."
101354,"a laptop displays a menu, while a red bowl with food sits nearby, suggesting a casual workspace setup."
